value,unit,fraction_type,component_inchi_0,component_inchi_1,component_inchi_2,component_inchi_3,fraction_0,fraction_1,fraction_2,fraction_3,surface_area_fraction_0,surface_area_fraction_1,surface_area_fraction_2,surface_area_fraction_3
45.8,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,,,0.1,0.9,,,0.10482141637187063,0.8951785836281293,,
45.6,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,,,0.2,0.8,,,0.2085257334269623,0.7914742665730377,,
46.0,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,,,0.3,0.7,,,0.3111307141841469,0.6888692858158532,,
46.3,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,,,0.4,0.6,,,0.4126537470477171,0.5873462529522828,,
46.9,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,,,0.5,0.5,,,0.5131118556311707,0.48688814436882927,,
47.1,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,,,0.6,0.4,,,0.612521708273469,0.3874782917265311,,
48.0,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,,,0.7,0.3,,,0.7108996272589412,0.2891003727410589,,
49.4,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,,,0.8,0.2,,,0.8082615977515479,0.19173840224845207,,
50.4,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,,,0.9,0.1,,,0.9046232764537736,0.09537672354622634,,
62.9,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.1,0.9,,,0.08968652823041637,0.9103134717695837,,
61.7,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.2,0.8,,,0.18145239440215494,0.818547605597845,,
60.6,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.3,0.7,,,0.27537075925058174,0.7246292407494183,,
59.4,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.4,0.6,,,0.3715182564199042,0.6284817435800959,,
58.5,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.5,0.5,,,0.46997520100995077,0.5300247989900492,,
57.3,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.6,0.4,,,0.5708258133334078,0.42917418666659235,,
55.5,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.7,0.3,,,0.6741584591937172,0.32584154080628275,,
53.9,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.8,0.2,,,0.7800659081244329,0.21993409187556714,,
53.1,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.9,0.1,,,0.8886456111762412,0.11135438882375888,,
9.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.098,0.902,,,0.11150943409627305,0.888490565903727,,
9.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.197,0.803,,,0.22081577071603292,0.779184229283967,,
10.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.296,0.704,,,0.3269116403308082,0.6730883596691917,,
10.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.396,0.604,,,0.43096188223657067,0.5690381177634293,,
11.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.496,0.504,,,0.5320141107232539,0.46798588927674606,,
13.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.596,0.404,,,0.6301960588336634,0.3698039411663366,,
15.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.696,0.304,,,0.7256283049797287,0.2743716950202713,,
20.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.797,0.203,,,0.8193397902906827,0.18066020970931726,,
29.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.898,0.102,,,0.9104734463579901,0.08952655364200987,,
34.85000000000002,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.939,0.061,,,0.9467568843141948,0.053243115685805184,,
43.85000000000002,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.98,0.02,,,0.9826396313594794,0.017360368640520495,,
14.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.143,0.857,,,0.10950221709725866,0.8904977829027414,,
15.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.273,0.727,,,0.216751715299497,0.783248284700503,,
15.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.391,0.609,,,0.32118022830890114,0.6788197716910989,,
16.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.5,0.5,,,0.4242764065033996,0.5757235934966004,,
17.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.6,0.4,,,0.5250346932782451,0.4749653067217549,,
18.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.692,0.308,,,0.6234560839286231,0.3765439160713768,,
20.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.778,0.222,,,0.720875115170795,0.279124884829205,,
23.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.857,0.143,,,0.8153794214166986,0.18462057858330141,,
30.850000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.931,0.069,,,0.9086208232936895,0.0913791767063105,,
44.85000000000002,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",,,0.987,0.013,,,0.9824410776580457,0.017558922341954313,,
9.650000000000034,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.008,0.992,,,0.02002454357398599,0.979975456426014,,
9.100000000000023,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.015,0.985,,,0.03715197325255384,0.9628480267474462,,
9.550000000000011,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.023,0.977,,,0.056291185606318885,0.9437088143936812,,
9.550000000000011,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.032,0.968,,,0.07728764412114916,0.9227123558788508,,
10.550000000000011,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.086,0.914,,,0.19251187070505296,0.8074881292949471,,
10.550000000000011,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.138,0.862,,,0.28858036583210034,0.7114196341678997,,
12.550000000000011,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.2,0.8,,,0.3877970706317048,0.6122029293682952,,
13.550000000000011,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.272,0.728,,,0.4863068640367334,0.5136931359632666,,
13.75,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.36,0.64,,,0.5876717028488996,0.41232829715110036,,
17.75,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.466,0.534,,,0.6885828972880499,0.3114171027119501,,
22.75,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.6,0.4,,,0.7916958215833362,0.20830417841666396,,
31.75,Celcius,molar,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.771,0.229,,,0.8950766345156944,0.10492336548430571,,
36.05,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,,0.1,0.9,,,0.07787530223260873,0.9221246977673913,,
35.05,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,,0.2,0.8,,,0.15967591714017,0.84032408285983,,
34.5,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,,0.3,0.7,,,0.24570630149825368,0.7542936985017462,,
34.0,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,,0.4,0.6,,,0.3363032336026158,0.6636967663973842,,
33.5,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,,0.5,0.5,,,0.431840219324652,0.568159780675348,,
33.4,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,,0.6,0.4,,,0.5327326391261576,0.4672673608738423,,
33.5,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,,0.7,0.3,,,0.6394437855990279,0.36055621440097196,,
33.75,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,,0.8,0.2,,,0.7524919766233731,0.24750802337662695,,
34.1,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,,0.9,0.1,,,0.8724589745500907,0.12754102544990925,,
21.45,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,,0.1,0.9,,,0.09646776400797692,0.9035322359920231,,
21.3,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,,0.2,0.8,,,0.19369572692500445,0.8063042730749954,,
21.7,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,,0.3,0.7,,,0.291692910237618,0.7083070897623821,,
21.95,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,,0.4,0.6,,,0.39046847874650403,0.6095315212534961,,
22.2,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,,0.5,0.5,,,0.49003174342368433,0.5099682565763156,,
23.0,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,,0.6,0.4,,,0.5903921643383296,0.40960783566167047,,
23.9,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,,0.7,0.3,,,0.6915593536531304,0.3084406463468696,,
25.9,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,,0.8,0.2,,,0.7935430786932232,0.2064569213067768,,
28.1,Celcius,molar,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,,0.9,0.1,,,0.896353265089724,0.10364673491027591,,
38.6,Celcius,molar,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",,,0.1,0.9,,,0.07840576217805749,0.9215942378219426,,
38.4,Celcius,molar,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",,,0.2,0.8,,,0.1606664914976908,0.8393335085023091,,
38.3,Celcius,molar,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",,,0.3,0.7,,,0.24707365839861023,0.7529263416013898,,
38.6,Celcius,molar,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",,,0.4,0.6,,,0.33794887676748103,0.6620511232325189,,
38.7,Celcius,molar,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",,,0.5,0.5,,,0.43364790409969023,0.5663520959003097,,
39.0,Celcius,molar,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",,,0.6,0.4,,,0.5345652960346148,0.4654347039653852,,
39.7,Celcius,molar,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",,,0.7,0.3,,,0.6411398436528153,0.35886015634718466,,
40.4,Celcius,molar,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",,,0.8,0.2,,,0.7538609515421745,0.24613904845782544,,
42.6,Celcius,molar,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",,,0.9,0.1,,,0.8732761521738287,0.12672384782617135,,
62.9,Celcius,molar,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.1,0.9,,,0.08549477692608928,0.9145052230739107,,
61.9,Celcius,molar,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.2,0.8,,,0.17379052082179106,0.826209479178209,,
60.1,Celcius,molar,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.3,0.7,,,0.26502717131280057,0.7349728286871994,,
58.1,Celcius,molar,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.4,0.6,,,0.3593541479670126,0.6406458520329873,,
56.9,Celcius,molar,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.5,0.5,,,0.4569311668746183,0.5430688331253818,,
53.1,Celcius,molar,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.6,0.4,,,0.5579291431137634,0.4420708568862365,,
51.1,Celcius,molar,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.7,0.3,,,0.6625311898285342,0.33746881017146585,,
48.3,Celcius,molar,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.8,0.2,,,0.7709337262049699,0.22906627379503006,,
46.1,Celcius,molar,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",,,0.9,0.1,,,0.8833477084493417,0.1166522915506582,,
82.5,Celcius,molar,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",,,0.2,0.8,,,0.238850207507904,0.761149792492096,,
20.45,Celcius,molar,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3","InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3","InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.439,0.043,0.04,0.478,0.47569583869119003,0.0526971019027094,0.04890991567884255,0.42269714372725803
23.15,Celcius,molar,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3","InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h3-7H2,1-2H3",0.408,0.175,0.304,0.113,0.40798012422990515,0.1979111833328149,0.2480784335253183,0.1460302589119616
18.75,Celcius,molar,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.391,0.609,,,0.4403167404910163,0.5596832595089838,,
82.5,Celcius,molar,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2","InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",,,0.3,0.7,,,0.36496216299760376,0.6350378370023962,,
36.55,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",,,0.2,0.8,,,0.20123611435994096,0.7987638856400591,,
27.05,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",,,0.402,0.598,,,0.4038543370549668,0.5961456629450332,,
32.05,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",,,0.75,0.25,,,0.751442442371488,0.2485575576285119,,
37.05,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",,,0.85,0.15,,,0.8509801068138936,0.14901989318610645,,
-3.349999999999966,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.11,0.89,,,0.10387656545939805,0.896123434540602,,
-2.349999999999966,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.218,0.782,,,0.20726457306818635,0.7927354269318136,,
-1.349999999999966,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.323,0.677,,,0.30913791879563507,0.6908620812043649,,
0.6500000000000341,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.426,0.574,,,0.41039715739558585,0.5896028426044142,,
1.650000000000034,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.527,0.473,,,0.5109910829828319,0.4890089170171681,,
3.650000000000034,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.625,0.375,,,0.6098524113035086,0.3901475886964914,,
5.650000000000034,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.722,0.278,,,0.708945945835496,0.291054054164504,,
9.650000000000034,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.816,0.184,,,0.8061749534801282,0.19382504651987167,,
15.650000000000034,Celcius,molar,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.909,0.091,,,0.9035539331972762,0.09644606680272381,,
4.25,Celcius,molar,"InChI=1S/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",,,0.265,0.735,,,0.3148267712441608,0.6851732287558391,,
