value,unit,fraction_type,component_inchi_0,component_inchi_1,component_inchi_2,component_inchi_3,fraction_0,fraction_1,fraction_2,fraction_3
26.34,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.012,0.169,0.785,0.034
31.86,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.012,0.313,0.642,0.033
32.65,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.032,0.312,0.639,0.017
23.76,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.033,0.156,0.731,0.08
25.51,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.033,0.169,0.781,0.017
30.35,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.033,0.287,0.601,0.079
30.14,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.055,0.293,0.598,0.054
23.48,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.056,0.158,0.731,0.055
26.39,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.061,0.252,0.541,0.146
20.24,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.062,0.136,0.654,0.148
24.48,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.076,0.224,0.493,0.207
18.47,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.077,0.121,0.593,0.209
26.55,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.103,0.261,0.533,0.103
20.44,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.105,0.14,0.65,0.105
21.75,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.106,0.195,0.443,0.256
15.86,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.107,0.105,0.529,0.259
23.61,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.185,0.233,0.478,0.104
18.43,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.188,0.126,0.581,0.105
20.93,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.22,0.209,0.427,0.144
16.42,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3","InChI=1S/CH4O/c1-2/h2H,1H3",0.222,0.112,0.518,0.148
31.62,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.046,0.313,0.641,
25.42,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.047,0.17,0.783,
29.14,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.111,0.292,0.597,
23.36,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.113,0.158,0.729,
25.4,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.209,0.259,0.532,
20.55,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.212,0.14,0.648,
22.76,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.296,0.231,0.473,
17.98,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.3,0.125,0.575,
19.82,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.373,0.206,0.421,
15.4,-,molar,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.377,0.111,0.512,
97.7,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.152,0.848,,
67.9,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.287,0.713,,
56.6,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.349,0.651,,
48.9,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.408,0.592,,
35.5,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.518,0.482,,
23.8,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.617,0.383,,
16.9,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.707,0.293,,
11.0,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.749,0.251,,
10.5,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.79,0.21,,
9.2,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.828,0.172,,
8.2,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.866,0.134,,
7.8,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.935,0.065,,
33.5,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.086,0.394,0.52,
28.8,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.088,0.299,0.613,
23.5,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.089,0.162,0.749,
30.1,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.167,0.36,0.473,
26.1,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.168,0.273,0.559,
21.4,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.171,0.148,0.681,
25.0,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.241,0.328,0.431,
24.34,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.243,0.248,0.509,
18.91,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.247,0.134,0.619,
20.4,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.31,0.298,0.392,
21.7,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.313,0.225,0.462,
17.3,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.317,0.122,0.561,
16.2,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.435,0.244,0.321,
17.8,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.439,0.184,0.377,
13.7,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.443,0.099,0.458,
13.7,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.643,0.154,0.203,
11.85,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.646,0.116,0.238,
9.27,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.65,0.062,0.288,
9.2,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.808,0.083,0.109,
8.49,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.81,0.062,0.128,
8.4,-,molar,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.813,0.033,0.154,
101.9,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.1,0.9,,
71.9,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",,,0.2,0.8,,
30.4,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.068,0.354,0.26,0.318
28.8,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.133,0.329,0.242,0.296
25.7,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.257,0.282,0.207,0.254
33.8,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.071,0.401,0.528,
29.5,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.072,0.304,0.624,
23.9,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.073,0.165,0.762,
32.0,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.139,0.371,0.49,
27.21,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.141,0.282,0.577,
22.81,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.143,0.153,0.704,
26.55,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.207,0.26,0.533,
21.25,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.21,0.141,0.649,
28.4,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.267,0.316,0.417,
24.5,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.27,0.24,0.49,
20.21,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.274,0.13,0.596,
24.9,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.385,0.266,0.349,
21.3,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.388,0.201,0.411,
17.96,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.392,0.108,0.5,
19.4,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.593,0.176,0.231,
17.1,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.596,0.132,0.272,
15.17,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.601,0.071,0.328,
15.1,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.773,0.098,0.129,
14.0,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.775,0.074,0.151,
13.09,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,0.778,0.039,0.183,
84.8,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",,,0.09,0.91,,
76.8,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",,,0.17,0.83,,
46.5,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",,,0.55,0.45,,
28.9,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",,,0.73,0.27,,
16.1,-,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",,,0.88,0.12,,
62.2,-,molar,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.311,0.689,,
79.4,-,molar,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.575,0.425,,
106.2,-,molar,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",,,0.802,0.198,,
66.6,-,molar,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.339,0.661,,
93.4,-,molar,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.606,0.394,,
44.3,-,molar,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",,,0.822,0.178,,
11.1,-,molar,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.223,0.777,,
20.2,-,molar,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.302,0.698,,
66.1,-,molar,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1S/CH4O/c1-2/h2H,1H3",,,0.633,0.367,,
