value,unit,fraction_type,component_inchi_0,component_inchi_1,component_inchi_2,component_inchi_3,fraction_0,fraction_1,fraction_2,fraction_3
34.55,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.5,0.4,
34.8,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.6,0.3,
35.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.7,0.2,
35.78,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.8,0.1,
37.68,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.1,0.7,
37.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.2,0.6,
36.7,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.3,0.5,
36.43,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.4,0.4,
36.33,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.5,0.3,
36.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.6,0.2,
37.73,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.7,0.1,
38.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.3,0.1,0.6,
37.33,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.3,0.2,0.5,
37.73,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.3,0.3,0.4,
37.4,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.3,0.4,0.3,
37.83,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.3,0.5,0.2,
38.73,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.3,0.6,0.1,
38.4,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.4,0.1,0.5,
38.45,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.4,0.2,0.4,
38.45,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.4,0.3,0.3,
38.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.4,0.4,0.2,
39.73,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.4,0.5,0.1,
38.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.5,0.1,0.4,
38.8,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.5,0.2,0.3,
39.2,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.5,0.3,0.2,
40.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.5,0.4,0.1,
38.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.6,0.1,0.3,
38.95,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.6,0.2,0.2,
39.98,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.6,0.3,0.1,
38.7,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.7,0.1,0.2,
40.03,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.7,0.2,0.1,
39.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.8,0.1,0.1,
22.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.2,0.7,
22.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.3,0.6,
22.75,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.4,0.5,
23.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.5,0.4,
24.15,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.6,0.3,
26.15,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.7,0.2,
29.2,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.1,0.8,0.1,
23.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.1,0.7,
23.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.2,0.6,
23.3,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.3,0.5,
23.85,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.4,0.4,
24.9,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.5,0.3,
26.95,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.6,0.2,
29.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.2,0.7,0.1,
24.2,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.1,0.6,
23.8,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.2,0.5,
24.85,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.3,0.4,
25.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.4,0.3,
27.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.5,0.2,
31.25,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.3,0.6,0.1,
24.65,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.4,0.1,0.5,
24.7,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.4,0.2,0.4,
25.85,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.4,0.3,0.3,
27.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.4,0.4,0.2,
31.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.4,0.5,0.1,
25.3,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.5,0.1,0.4,
25.75,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.5,0.2,0.3,
27.75,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.5,0.3,0.2,
31.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.5,0.4,0.1,
25.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.6,0.1,0.3,
27.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.6,0.2,0.2,
30.7,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.6,0.3,0.1,
27.7,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.7,0.1,0.2,
30.65,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.7,0.2,0.1,
30.2,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",,0.8,0.1,0.1,
38.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.1,0.9,,
39.65,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.2,0.8,,
40.75,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.3,0.7,,
41.85,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.4,0.6,,
42.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.5,0.5,,
43.35,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.6,0.4,,
43.2,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.7,0.3,,
42.75,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.8,0.2,,
41.55,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",,,0.9,0.1,,
-3.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.149,0.851,,
0.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.283,0.717,,
1.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.403,0.597,,
1.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.512,0.488,,
4.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.612,0.388,,
10.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.703,0.297,,
18.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.786,0.214,,
24.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.863,0.137,,
32.0,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",,,0.934,0.066,,
50.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.1,0.9,,
50.3,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.2,0.8,,
49.8,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.3,0.7,,
49.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.4,0.6,,
48.4,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.5,0.5,,
47.6,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.6,0.4,,
46.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.7,0.3,,
44.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.8,0.2,,
43.1,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",,,0.9,0.1,,
37.48,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.1,0.8,
36.38,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.2,0.7,
35.3,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.3,0.6,
35.18,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.4,0.5,
34.88,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.5,0.4,
34.5,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.6,0.3,
34.53,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.7,0.2,
34.95,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.1,0.8,0.1,
38.13,Celcius,molar,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)","InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",,0.2,0.1,0.7,
